0.7673,1962,1,20.5
0.8079,1962,1,21.5
0.8748,1962,1,22.5
0.9564,1962,1,23.5
1.0399,1962,1,24.5
1.1121,1962,1,25.5
1.1627,1962,1,26.5
1.187,1962,1,27.5
1.1853,1962,1,28.5
1.161,1962,1,29.5
1.1203,1962,1,30.5
1.075,1962,1,31.5
1.0476,1962,2,1.5
1.0669,1962,2,2.5
1.1544,1962,2,3.5
1.3098,1962,2,4.5
1.5023,1962,2,5.5
1.6812,1962,2,6.5
1.7958,1962,2,7.5
1.8163,1962,2,8.5
1.7433,1962,2,9.5
1.602,1962,2,10.5
1.4299,1962,2,11.5
1.2623,1962,2,12.5
1.1248,1962,2,13.5
1.0313,1962,2,14.5
0.9869,1962,2,15.5
0.9882,1962,2,16.5
1.0265,1962,2,17.5
1.0909,1962,2,18.5
1.17,1962,2,19.5
1.2529,1962,2,20.5
1.327,1962,2,21.5
1.3802,1962,2,22.5
1.405,1962,2,23.5
1.3997,1962,2,24.5
1.368,1962,2,25.5
1.319,1962,2,26.5
1.2652,1962,2,27.5
1.224,1962,2,28.5
1.2187,1962,3,1.5
1.2732,1962,3,2.5
1.4005,1962,3,3.5
1.5891,1962,3,4.5
1.7983,1962,3,5.5
1.9704,1962,3,6.5
2.0544,1962,3,7.5
2.0273,1962,3,8.5
1.9022,1962,3,9.5
1.7188,1962,3,10.5
1.5243,1962,3,11.5
1.3568,1962,3,12.5
1.2379,1962,3,13.5
1.1745,1962,3,14.5
1.1633,1962,3,15.5
1.1956,1962,3,16.5
1.2592,1962,3,17.5
1.3411,1962,3,18.5
1.4281,1962,3,19.5
1.5074,1962,3,20.5
1.5666,1962,3,21.5
1.5953,1962,3,22.5
1.5882,1962,3,23.5
1.5469,1962,3,24.5
1.4811,1962,3,25.5
1.4061,1962,3,26.5
1.3421,1962,3,27.5
1.3097,1962,3,28.5
1.33,1962,3,29.5
1.4192,1962,3,30.5
1.579,1962,3,31.5
1.7866,1962,4,1.5
1.9954,1962,4,2.5
2.1484,1962,4,3.5
2.2004,1962,4,4.5
2.1381,1962,4,5.5
1.985,1962,4,6.5
1.7881,1962,4,7.5
1.5973,1962,4,8.5
1.4482,1962,4,9.5
1.3568,1962,4,10.5
1.323,1962,4,11.5
1.3387,1962,4,12.5
1.392,1962,4,13.5
1.4694,1962,4,14.5
1.5567,1962,4,15.5
1.6394,1962,4,16.5
1.7051,1962,4,17.5
1.7436,1962,4,18.5
1.7471,1962,4,19.5
1.7132,1962,4,20.5
1.6478,1962,4,21.5
1.5649,1962,4,22.5
1.4851,1962,4,23.5
1.4313,1962,4,24.5
1.424,1962,4,25.5
1.4774,1962,4,26.5
1.5958,1962,4,27.5
1.768,1962,4,28.5
1.9642,1962,4,29.5
2.1386,1962,4,30.5
2.2418,1962,5,1.5
2.2417,1962,5,2.5
2.1373,1962,5,3.5
1.9589,1962,5,4.5
1.7549,1962,5,5.5
1.5722,1962,5,6.5
1.44,1962,5,7.5
1.3676,1962,5,8.5
1.3501,1962,5,9.5
1.3762,1962,5,10.5
1.4319,1962,5,11.5
1.5025,1962,5,12.5
1.5733,1962,5,13.5
1.6309,1962,5,14.5
1.6647,1962,5,15.5
1.6672,1962,5,16.5
1.634,1962,5,17.5
1.5657,1962,5,18.5
1.4705,1962,5,19.5
1.366,1962,5,20.5
1.2763,1962,5,21.5
1.2264,1962,5,22.5
1.2332,1962,5,23.5
1.3,1962,5,24.5
1.4157,1962,5,25.5
1.5563,1962,5,26.5
1.6874,1962,5,27.5
1.771,1962,5,28.5
1.7759,1962,5,29.5
1.689,1962,5,30.5
1.524,1962,5,31.5
1.3154,1962,6,1.5
1.1067,1962,6,2.5
0.9347,1962,6,3.5
0.8186,1962,6,4.5
0.7616,1962,6,5.5
0.7545,1962,6,6.5
0.784,1962,6,7.5
0.836,1962,6,8.5
0.8953,1962,6,9.5
0.9461,1962,6,10.5
0.9765,1962,6,11.5
0.9789,1962,6,12.5
0.9503,1962,6,13.5
0.8907,1962,6,14.5
0.8039,1962,6,15.5
0.7011,1962,6,16.5
0.6033,1962,6,17.5
0.5377,1962,6,18.5
0.5282,1962,6,19.5
0.5847,1962,6,20.5
0.6967,1962,6,21.5
0.8359,1962,6,22.5
0.9656,1962,6,23.5
1.0514,1962,6,24.5
1.071,1962,6,25.5
1.0153,1962,6,26.5
0.8922,1962,6,27.5
0.726,1962,6,28.5
0.5514,1962,6,29.5
0.4023,1962,6,30.5
0.3026,1962,7,1.5
0.2607,1962,7,2.5
0.2713,1962,7,3.5
0.3217,1962,7,4.5
0.3968,1962,7,5.5
0.4821,1962,7,6.5
0.5636,1962,7,7.5
0.6283,1962,7,8.5
0.6672,1962,7,9.5
0.6763,1962,7,10.5
0.6569,1962,7,11.5
0.6136,1962,7,12.5
0.5539,1962,7,13.5
0.4919,1962,7,14.5
0.45,1962,7,15.5
0.4557,1962,7,16.5
0.529,1962,7,17.5
0.67,1962,7,18.5
0.8527,1962,7,19.5
1.0326,1962,7,20.5
1.1638,1962,7,21.5
1.2154,1962,7,22.5
1.1794,1962,7,23.5
1.0696,1962,7,24.5
0.9146,1962,7,25.5
0.7481,1962,7,26.5
0.6017,1962,7,27.5
0.4984,1962,7,28.5
0.4486,1962,7,29.5
0.4503,1962,7,30.5
0.4922,1962,7,31.5
0.5599,1962,8,1.5
0.6385,1962,8,2.5
0.7145,1962,8,3.5
0.7753,1962,8,4.5
0.8107,1962,8,5.5
0.8148,1962,8,6.5
0.7886,1962,8,7.5
0.7383,1962,8,8.5
0.6736,1962,8,9.5
0.6062,1962,8,10.5
0.5524,1962,8,11.5
0.5356,1962,8,12.5
0.5805,1962,8,13.5
0.6996,1962,8,14.5
0.8816,1962,8,15.5
1.0868,1962,8,16.5
1.2592,1962,8,17.5
1.3493,1962,8,18.5
1.3352,1962,8,19.5
1.2268,1962,8,20.5
1.0588,1962,8,21.5
0.8755,1962,8,22.5
0.7154,1962,8,23.5
0.6033,1962,8,24.5
0.5498,1962,8,25.5
0.5532,1962,8,26.5
0.603,1962,8,27.5
0.6842,1962,8,28.5
0.7813,1962,8,29.5
0.8798,1962,8,30.5
0.9671,1962,8,31.5
1.0321,1962,9,1.5
1.0672,1962,9,2.5
1.0692,1962,9,3.5
1.0431,1962,9,4.5
0.9992,1962,9,5.5
0.9507,1962,9,6.5
0.9124,1962,9,7.5
0.9006,1962,9,8.5
0.9368,1962,9,9.5
1.0404,1962,9,10.5
1.2161,1962,9,11.5
1.4418,1962,9,12.5
1.6683,1962,9,13.5
1.8339,1962,9,14.5
1.8902,1962,9,15.5
1.8234,1962,9,16.5
1.6588,1962,9,17.5
1.4477,1962,9,18.5
1.2436,1962,9,19.5
1.0856,1962,9,20.5
0.9915,1962,9,21.5
0.9614,1962,9,22.5
0.9848,1962,9,23.5
1.0459,1962,9,24.5
1.1276,1962,9,25.5
1.2138,1962,9,26.5
1.2905,1962,9,27.5
1.3467,1962,9,28.5
1.3738,1962,9,29.5
1.3672,1962,9,30.5
1.3286,1962,10,1.5
1.2667,1962,10,2.5
1.1962,1962,10,3.5
1.1347,1962,10,4.5
1.0999,1962,10,5.5
1.1101,1962,10,6.5
1.1822,1962,10,7.5
1.3267,1962,10,8.5
1.5377,1962,10,9.5
1.7839,1962,10,10.5
2.0115,1962,10,11.5
2.1604,1962,10,12.5
2.1896,1962,10,13.5
